Gene Name,Protein IDs,Tumor_vs_Normal_log2 fold change,Tumor_vs_Normal_p.val,Tumor_vs_Normal_p.adj,significant,Tumor_vs_Normal_significant,imputed,num_NAs
CASR,P41180,-2.19,1.89E-09,7.62E-08,TRUE,TRUE,FALSE,0
CAV1,Q03135,1.64,1.02E-07,1.63E-06,TRUE,TRUE,FALSE,0
CAV2,P51636,1.56,8.80E-08,1.47E-06,TRUE,TRUE,FALSE,0
CAVIN1,Q6NZI2,1.09,3.91E-06,3.13E-05,TRUE,TRUE,FALSE,0
CAVIN3,Q969G5,0.903,3.04E-06,2.53E-05,TRUE,TRUE,FALSE,0
CBFB,Q13951,0.97,9.42E-08,1.54E-06,TRUE,TRUE,FALSE,0
CBR4,Q8N4T8,-1.49,4.10E-11,6.25E-09,TRUE,TRUE,FALSE,0
CC2D2A,Q9P2K1,-0.894,0.00221,0.00672,TRUE,TRUE,TRUE,16
CCDC120,Q96HB5,0.96,0.00242,0.00725,TRUE,TRUE,FALSE,0
CCDC18,Q5T9S5,0.735,0.00134,0.00438,TRUE,TRUE,TRUE,8
CCDC39,Q9UFE4,2.4,0.00801,0.0202,TRUE,TRUE,TRUE,16
CCDC51,Q96ER9,-0.982,7.08E-08,1.25E-06,TRUE,TRUE,FALSE,0
CCDC88A,Q3V6T2,0.795,3.97E-06,3.16E-05,TRUE,TRUE,FALSE,0
CCDC88B,A6NC98,0.796,0.00174,0.00548,TRUE,TRUE,FALSE,0
CCL14,Q16627,-1.45,3.06E-06,2.55E-05,TRUE,TRUE,FALSE,0
CCL15,Q16663,-0.99,0.0206,0.0445,TRUE,TRUE,TRUE,16
CCL16,O15467,-0.949,0.00217,0.00661,TRUE,TRUE,TRUE,16
CCL5,P13501,0.992,0.000358,0.00141,TRUE,TRUE,FALSE,0
CCN2,P29279,-0.717,0.000168,0.000745,TRUE,TRUE,FALSE,0
CCN3,P48745,-1.19,0.0161,0.0363,TRUE,TRUE,FALSE,0
CCND1,P24385,1.15,5.00E-05,0.000264,TRUE,TRUE,FALSE,0
CCNQ,Q8N1B3,-1.6,5.48E-05,0.000286,TRUE,TRUE,TRUE,16
CCPG1,Q9ULG6,0.762,0.00226,0.00685,TRUE,TRUE,FALSE,0
CCSER1,Q9C0I3,-0.829,7.94E-05,0.000392,TRUE,TRUE,FALSE,0
CD14,P08571,0.731,0.00419,0.0116,TRUE,TRUE,FALSE,0
CD163,Q86VB7,1.14,0.00166,0.00524,TRUE,TRUE,FALSE,0
CD180,Q99467,1.23,2.49E-05,0.000148,TRUE,TRUE,FALSE,0
CD2,P06729,0.952,0.00127,0.00419,TRUE,TRUE,FALSE,0
CD200,P41217,0.766,0.000538,0.002,TRUE,TRUE,FALSE,0
CD247,P20963,1.14,0.00937,0.023,TRUE,TRUE,TRUE,16
CD276,Q5ZPR3,0.912,5.15E-09,1.62E-07,TRUE,TRUE,FALSE,0
CD300A,Q9UGN4,1.04,0.0015,0.00482,TRUE,TRUE,TRUE,16
CD36,P16671,1.18,0.00148,0.00476,TRUE,TRUE,FALSE,0
CD3G,P09693,0.911,0.00813,0.0204,TRUE,TRUE,TRUE,16
CD4,P01730,1.21,3.16E-05,0.000181,TRUE,TRUE,FALSE,0
CD40,P25942,1.08,3.59E-05,0.000201,TRUE,TRUE,FALSE,0
CD44,P16070,0.805,0.0152,0.0345,TRUE,TRUE,FALSE,0
CD46,P15529,-0.867,1.58E-06,1.49E-05,TRUE,TRUE,FALSE,0
CD48,P09326,1.34,2.98E-05,0.000172,TRUE,TRUE,FALSE,0
CD53,P19397,1.16,0.000528,0.00197,TRUE,TRUE,FALSE,0
CD70,P32970,1.51,0.000111,0.00052,TRUE,TRUE,FALSE,0
CD74,P04233,0.812,0.00014,0.000635,TRUE,TRUE,FALSE,0
CD83,Q01151,-0.945,0.00202,0.00621,TRUE,TRUE,TRUE,16
CD84,Q9UIB8,0.913,0.000885,0.00308,TRUE,TRUE,FALSE,0
CD93,Q9NPY3,0.78,0.000943,0.00325,TRUE,TRUE,FALSE,0
CDC25B,P30305,0.846,0.00737,0.0188,TRUE,TRUE,TRUE,16
CDH1,P12830,-0.773,9.83E-05,0.00047,TRUE,TRUE,FALSE,0
CDH13,P55290,0.935,0.00144,0.00465,TRUE,TRUE,FALSE,0
CDH16,O75309,-1.57,1.42E-08,3.61E-07,TRUE,TRUE,FALSE,0
CDHR2,Q9BYE9,-1.51,1.84E-06,1.67E-05,TRUE,TRUE,FALSE,0
CDHR5,Q9HBB8,-1.6,1.75E-06,1.62E-05,TRUE,TRUE,FALSE,0
CDIN1,Q9Y2V0,-0.991,0.000542,0.00202,TRUE,TRUE,TRUE,16
CDK1,P06493,0.948,0.00129,0.00425,TRUE,TRUE,TRUE,8
CDK18,Q07002,1.1,3.64E-07,4.62E-06,TRUE,TRUE,FALSE,0
CDKN1A,P38936,2.15,4.00E-07,4.96E-06,TRUE,TRUE,TRUE,8
CDKN2C,P42773,0.715,2.03E-06,1.80E-05,TRUE,TRUE,FALSE,0
CDNF,Q49AH0,-0.7,0.00072,0.00258,TRUE,TRUE,TRUE,8
CEACAM1,P13688,-0.746,0.00232,0.00699,TRUE,TRUE,FALSE,0
CEBPB,P17676,0.733,0.0107,0.0259,TRUE,TRUE,FALSE,0
CEBPZOS,A8MTT3,-0.765,2.33E-05,0.00014,TRUE,TRUE,FALSE,0
CELF2,O95319,0.734,0.00297,0.00868,TRUE,TRUE,FALSE,0
CEMIP2,Q9UHN6,0.792,3.48E-07,4.45E-06,TRUE,TRUE,FALSE,0
CEP170,Q5SW79,1.1,1.93E-08,4.55E-07,TRUE,TRUE,FALSE,0
CFD,P00746,-0.976,0.000307,0.00124,TRUE,TRUE,FALSE,0
CFHR1,Q03591,-1.09,0.000283,0.00115,TRUE,TRUE,FALSE,0
CFHR2,P36980,-0.735,0.0117,0.0277,TRUE,TRUE,FALSE,0
CFHR3,Q02985,-0.7,0.0193,0.0421,TRUE,TRUE,FALSE,0
CFHR5,Q9BXR6,-1.3,0.000119,0.000553,TRUE,TRUE,FALSE,0
CGAS,Q8N884,1.01,0.00957,0.0234,TRUE,TRUE,TRUE,16
CGN,Q9P2M7,-1.53,4.37E-11,6.48E-09,TRUE,TRUE,FALSE,0
CGNL1,Q0VF96,-1.35,2.46E-09,9.27E-08,TRUE,TRUE,FALSE,0
CGREF1,Q99674,1.12,1.53E-05,9.77E-05,TRUE,TRUE,FALSE,0
CHAD,O15335,-1.35,3.51E-07,4.47E-06,TRUE,TRUE,FALSE,0
CHCHD1,Q96BP2,-0.926,3.79E-09,1.30E-07,TRUE,TRUE,FALSE,0
CHCHD10,Q8WYQ3,-0.937,2.42E-06,2.08E-05,TRUE,TRUE,FALSE,0
CHCHD3,Q9NX63,-0.911,7.88E-09,2.30E-07,TRUE,TRUE,FALSE,0
CHCHD4,Q8N4Q1,-1.28,4.89E-11,6.83E-09,TRUE,TRUE,FALSE,0
CHCHD5,Q9BSY4,-0.931,3.11E-09,1.11E-07,TRUE,TRUE,FALSE,0
CHCHD6,Q9BRQ6,-0.759,4.92E-06,3.79E-05,TRUE,TRUE,FALSE,0
CHCHD7,Q9BUK0,-0.824,2.26E-08,5.06E-07,TRUE,TRUE,FALSE,0
CHDH,Q8NE62,-1.4,8.63E-07,9.05E-06,TRUE,TRUE,FALSE,0
CHEK2,O96017,0.822,1.84E-05,0.000114,TRUE,TRUE,FALSE,0
CHGA,P10645,-1.33,0.0155,0.0351,TRUE,TRUE,TRUE,8
CHGB,P05060,-1.96,9.84E-08,1.60E-06,TRUE,TRUE,TRUE,8
CHL1,O00533,-1.33,9.76E-09,2.68E-07,TRUE,TRUE,FALSE,0
CHML,P26374,0.74,2.43E-05,0.000145,TRUE,TRUE,FALSE,0
CHP1,Q99653,-1.26,1.76E-10,1.41E-08,TRUE,TRUE,FALSE,0
CHST14,Q8NCH0,0.972,4.86E-06,3.75E-05,TRUE,TRUE,FALSE,0
CHSY1,Q86X52,0.783,0.000322,0.00129,TRUE,TRUE,FALSE,0
CIB1,Q99828,-0.764,3.89E-07,4.86E-06,TRUE,TRUE,FALSE,0
CIDEB,Q9UHD4,0.888,0.0138,0.0318,TRUE,TRUE,TRUE,16
CISD1,Q9NZ45,-0.826,1.79E-06,1.64E-05,TRUE,TRUE,FALSE,0
CISD3,P0C7P0,-0.779,6.91E-05,0.000346,TRUE,TRUE,FALSE,0
CIT,O14578,0.873,0.00126,0.00416,TRUE,TRUE,FALSE,0
CKAP4,Q07065,0.712,0.0016,0.00509,TRUE,TRUE,FALSE,0
CKB,P12277,-0.871,7.93E-05,0.000391,TRUE,TRUE,FALSE,0
CLCN5,P51795,-0.986,1.11E-09,5.17E-08,TRUE,TRUE,FALSE,0
CLCNKA,P51800,-1.62,0.000204,0.000876,TRUE,TRUE,FALSE,0
CLCNKB,P51801,-1.67,8.07E-08,1.38E-06,TRUE,TRUE,FALSE,0
CLDN10,P78369,-1.3,6.23E-05,0.000318,TRUE,TRUE,TRUE,8
CLDN2,P57739,-1.14,7.61E-05,0.000378,TRUE,TRUE,FALSE,0
CLDN3,O15551,-1.3,2.74E-05,0.00016,TRUE,TRUE,FALSE,0
CLDN7,O95471,-1.76,9.91E-09,2.72E-07,TRUE,TRUE,FALSE,0
CLEC18C,Q8NCF0,-1.05,0.0016,0.0051,TRUE,TRUE,FALSE,0
CLIC4,Q9Y696,-0.715,3.12E-05,0.000178,TRUE,TRUE,FALSE,0
CLIC5,Q9NZA1,-1.97,8.81E-10,4.31E-08,TRUE,TRUE,FALSE,0
CLMN,Q96JQ2,-0.834,2.55E-07,3.49E-06,TRUE,TRUE,FALSE,0
CLPX,O76031,-0.86,2.15E-09,8.41E-08,TRUE,TRUE,FALSE,0
CLUH,O75153,-0.848,1.21E-08,3.21E-07,TRUE,TRUE,FALSE,0
CLYBL,Q8N0X4,-1.23,1.05E-07,1.67E-06,TRUE,TRUE,FALSE,0
CMA1,P23946,-0.963,0.0168,0.0376,TRUE,TRUE,FALSE,0
CMC1,Q7Z7K0,-1.63,1.71E-12,9.03E-10,TRUE,TRUE,FALSE,0
CMC2,Q9NRP2,-0.87,5.85E-08,1.07E-06,TRUE,TRUE,FALSE,0
CMTM4,Q8IZR5,-1.06,6.14E-06,4.55E-05,TRUE,TRUE,FALSE,0
CNN1,P51911,-0.982,0.00239,0.00717,TRUE,TRUE,FALSE,0
CNNM2,Q9H8M5,-0.852,3.60E-05,0.000201,TRUE,TRUE,FALSE,0
CNP,P09543,-1.23,1.04E-10,1.07E-08,TRUE,TRUE,FALSE,0
CNTN1,Q12860,-0.717,4.67E-05,0.00025,TRUE,TRUE,FALSE,0
COA4,Q9NYJ1,-1.17,5.71E-07,6.57E-06,TRUE,TRUE,FALSE,0
COA5,Q86WW8,-1.62,1.77E-12,9.03E-10,TRUE,TRUE,FALSE,0
COA6,Q5JTJ3,-1.37,2.78E-10,1.94E-08,TRUE,TRUE,FALSE,0
COA7,Q96BR5,-1,2.32E-07,3.25E-06,TRUE,TRUE,FALSE,0
COBL,O75128,-1.01,1.26E-05,8.28E-05,TRUE,TRUE,FALSE,0
COBLL1,Q53SF7,-1.22,2.79E-08,5.98E-07,TRUE,TRUE,FALSE,0
COCH,O43405,-1.8,1.24E-05,8.24E-05,TRUE,TRUE,FALSE,0
COL14A1,Q05707,-1.04,0.00142,0.00461,TRUE,TRUE,FALSE,0
COL16A1,Q07092,-1.91,0.000189,0.000821,TRUE,TRUE,FALSE,0
COL18A1,P39060,-0.969,1.58E-07,2.32E-06,TRUE,TRUE,FALSE,0
COL1A1,P02452,1.12,0.00127,0.0042,TRUE,TRUE,FALSE,0
COL1A2,P08123,1.07,0.00149,0.0048,TRUE,TRUE,FALSE,0
COL23A1,Q86Y22,1.23,0.00349,0.00994,TRUE,TRUE,FALSE,0
COL26A1,Q96A83,-1.32,0.00978,0.0239,TRUE,TRUE,TRUE,8
COL2A1,P02458,0.759,0.0134,0.0311,TRUE,TRUE,FALSE,0
COL3A1,P02461,1.44,0.000169,0.00075,TRUE,TRUE,FALSE,0
COL4A1,P02462,-1.34,2.94E-08,6.19E-07,TRUE,TRUE,FALSE,0
COL4A2,P08572,-1.11,3.76E-07,4.76E-06,TRUE,TRUE,FALSE,0
COL4A3,Q01955,-1.15,2.80E-09,1.02E-07,TRUE,TRUE,FALSE,0
COL4A4,P53420,-2.09,5.49E-10,3.05E-08,TRUE,TRUE,FALSE,0
COL4A5,P29400,-1.95,9.64E-10,4.63E-08,TRUE,TRUE,FALSE,0
COL4A6,Q14031,-1.68,5.22E-09,1.63E-07,TRUE,TRUE,FALSE,0
COL5A1,P20908,0.746,0.0117,0.0277,TRUE,TRUE,FALSE,0
COL5A2,P05997,1.16,0.000277,0.00114,TRUE,TRUE,FALSE,0
COL5A3,P25940,1.65,1.24E-06,1.23E-05,TRUE,TRUE,FALSE,0
COL8A1,P27658,1.13,0.0195,0.0426,TRUE,TRUE,TRUE,8
COLGALT1,Q8NBJ5,1.49,9.70E-09,2.67E-07,TRUE,TRUE,FALSE,0
COLGALT2,Q8IYK4,2.03,2.22E-09,8.60E-08,TRUE,TRUE,FALSE,0
COMTD1,Q86VU5,-0.762,2.54E-09,9.42E-08,TRUE,TRUE,FALSE,0
COQ10A,Q96MF6,-0.765,1.68E-05,0.000106,TRUE,TRUE,FALSE,0
COQ10B,Q9H8M1,-1.05,1.31E-09,5.70E-08,TRUE,TRUE,FALSE,0
COQ3,Q9NZJ6,-1.13,9.23E-11,1.01E-08,TRUE,TRUE,FALSE,0
COQ4,Q9Y3A0,-0.782,2.41E-05,0.000144,TRUE,TRUE,FALSE,0
COQ5,Q5HYK3,-0.798,5.79E-09,1.76E-07,TRUE,TRUE,FALSE,0
COQ6,Q9Y2Z9,-0.963,4.53E-08,8.54E-07,TRUE,TRUE,FALSE,0
COQ9,O75208,-0.834,3.11E-08,6.43E-07,TRUE,TRUE,FALSE,0
CORO1A,P31146,1.08,0.000299,0.00121,TRUE,TRUE,FALSE,0
CORO2B,Q9UQ03,-1.56,6.36E-10,3.38E-08,TRUE,TRUE,FALSE,0
COX14,Q96I36,-1.41,0.000732,0.00262,TRUE,TRUE,TRUE,16
COX17,Q14061,-1.54,7.64E-10,3.90E-08,TRUE,TRUE,FALSE,0
COX4I1,P13073,-1.09,3.23E-10,2.17E-08,TRUE,TRUE,FALSE,0
COX5A,P20674,-1.35,1.09E-11,3.00E-09,TRUE,TRUE,FALSE,0
COX5B,P10606,-1.41,6.81E-13,7.27E-10,TRUE,TRUE,FALSE,0
COX6A1,P12074,-0.833,8.80E-06,6.15E-05,TRUE,TRUE,FALSE,0
COX6B1,P14854,-1.49,1.05E-12,7.45E-10,TRUE,TRUE,FALSE,0
COX6C,P09669,-1.51,5.25E-10,2.98E-08,TRUE,TRUE,FALSE,0
COX7A1,P24310,-1.82,3.53E-09,1.23E-07,TRUE,TRUE,FALSE,0
COX7A2,P14406,-1.39,4.82E-10,2.83E-08,TRUE,TRUE,FALSE,0
COX7A2L,O14548,-1.66,1.31E-10,1.16E-08,TRUE,TRUE,FALSE,0
COX7B,P24311,-1.05,3.94E-06,3.15E-05,TRUE,TRUE,TRUE,1
COX7C,P15954,-1.55,3.23E-09,1.14E-07,TRUE,TRUE,FALSE,0
COX8A,P10176,-1.33,4.30E-10,2.58E-08,TRUE,TRUE,FALSE,0
CPEB3,Q8NE35,-0.877,4.94E-07,5.80E-06,TRUE,TRUE,FALSE,0
CPNE6,O95741,-1.13,0.00145,0.00468,TRUE,TRUE,FALSE,0
CPQ,Q9Y646,-1.37,1.31E-07,1.99E-06,TRUE,TRUE,FALSE,0
CPS1,P31327,-0.959,1.41E-05,9.11E-05,TRUE,TRUE,FALSE,0
CPT2,P23786,-1.08,1.39E-07,2.10E-06,TRUE,TRUE,FALSE,0
CPVL,Q9H3G5,-1.04,8.71E-07,9.12E-06,TRUE,TRUE,FALSE,0
CR1,P17927,-0.713,0.011,0.0263,TRUE,TRUE,TRUE,8
CRABP1,P29762,-2.39,1.58E-08,3.92E-07,TRUE,TRUE,FALSE,0
CRACDL,Q6NV74,-0.83,2.56E-05,0.000151,TRUE,TRUE,FALSE,0
CRACR2A,Q9BSW2,1.09,0.000239,0.00101,TRUE,TRUE,TRUE,8
CRAT,P43155,-1.18,2.16E-07,3.03E-06,TRUE,TRUE,FALSE,0
CRB2,Q5IJ48,-0.881,0.000138,0.000628,TRUE,TRUE,FALSE,0
CREB3L4,Q8TEY5,1.36,0.00932,0.0229,TRUE,TRUE,FALSE,0
CREB5,Q02930,0.839,0.00143,0.00463,TRUE,TRUE,TRUE,8
CRHBP,P24387,-1.64,3.24E-07,4.23E-06,TRUE,TRUE,FALSE,0
CRLF3,Q8IUI8,0.972,2.53E-07,3.47E-06,TRUE,TRUE,FALSE,0
CROT,Q9UKG9,-0.989,2.81E-08,6.01E-07,TRUE,TRUE,FALSE,0
CRTAP,O75718,1.06,4.33E-06,3.40E-05,TRUE,TRUE,FALSE,0
CRYAA2,A0A140G945,-2.68,6.46E-07,7.26E-06,TRUE,TRUE,FALSE,0
CRYBB3,P26998,-0.986,0.00233,0.00702,TRUE,TRUE,FALSE,0
CRYL1,Q9Y2S2,-0.768,2.00E-05,0.000122,TRUE,TRUE,FALSE,0
CRYM,Q14894,-0.851,0.00175,0.00551,TRUE,TRUE,FALSE,0
CSDC2,Q9Y534,-1.39,8.96E-05,0.000434,TRUE,TRUE,FALSE,0
CSF2RA,P15509,1.53,1.72E-05,0.000108,TRUE,TRUE,FALSE,0
CSPG4,Q6UVK1,1.32,4.69E-07,5.55E-06,TRUE,TRUE,FALSE,0
CSRP1,P21291,-1.1,4.98E-07,5.82E-06,TRUE,TRUE,FALSE,0
CSRP2,Q16527,-0.76,0.000246,0.00103,TRUE,TRUE,FALSE,0
CST3,P01034,-1.05,0.000196,0.000848,TRUE,TRUE,FALSE,0
CST6,Q15828,-1.53,7.25E-06,5.25E-05,TRUE,TRUE,FALSE,0
CSTA,P01040,1.37,0.000179,0.000786,TRUE,TRUE,FALSE,0
CSTB,P04080,0.736,0.000575,0.00212,TRUE,TRUE,FALSE,0
CTBS,Q01459,-0.822,4.82E-05,0.000257,TRUE,TRUE,FALSE,0
CTH,P32929,-1.13,1.28E-06,1.26E-05,TRUE,TRUE,FALSE,0
CTHRC1,Q96CG8,1.19,5.19E-05,0.000272,TRUE,TRUE,FALSE,0
CTSA,P10619,-1.3,6.66E-08,1.18E-06,TRUE,TRUE,FALSE,0
CTSC,P53634,-0.791,6.15E-06,4.56E-05,TRUE,TRUE,FALSE,0
CTSH,P09668,-1.36,6.92E-07,7.65E-06,TRUE,TRUE,FALSE,0
CTSO,P43234,-0.761,5.55E-06,4.19E-05,TRUE,TRUE,FALSE,0
CTSV,O60911,-0.761,0.00264,0.00782,TRUE,TRUE,FALSE,0
CUBN,O60494,-1.09,0.000272,0.00112,TRUE,TRUE,FALSE,0
CXCL14,O95715,-1.62,2.88E-08,6.08E-07,TRUE,TRUE,FALSE,0
CYB5R1,Q9UHQ9,-0.732,4.28E-07,5.19E-06,TRUE,TRUE,FALSE,0
CYB5R2,Q6BCY4,-0.826,1.35E-05,8.79E-05,TRUE,TRUE,FALSE,0
CYBA,P13498,0.794,0.000446,0.0017,TRUE,TRUE,FALSE,0
CYBB,P04839,1.61,6.23E-07,7.07E-06,TRUE,TRUE,FALSE,0
CYC1,P08574,-0.836,2.84E-08,6.05E-07,TRUE,TRUE,FALSE,0
CYCS,P99999,-1.14,3.17E-09,1.12E-07,TRUE,TRUE,FALSE,0
CYP17A1,P05093,-2.12,3.44E-07,4.41E-06,TRUE,TRUE,FALSE,0
CYP24A1,Q07973,-0.845,0.0014,0.00456,TRUE,TRUE,FALSE,0
CYP27A1,Q02318,-0.961,0.000309,0.00124,TRUE,TRUE,FALSE,0
CYP27B1,O15528,-1.32,8.65E-05,0.000422,TRUE,TRUE,FALSE,0
CYP2J2,P51589,1.09,0.00148,0.00477,TRUE,TRUE,FALSE,0
CYP4A11,Q02928,-1.59,6.26E-07,7.09E-06,TRUE,TRUE,FALSE,0
CYP4F2,P78329,-1.43,0.000112,0.000523,TRUE,TRUE,FALSE,0
CYP4F3,Q08477,-1.22,0.000802,0.00284,TRUE,TRUE,FALSE,0
CYP4V2,Q6ZWL3,-0.855,4.11E-06,3.26E-05,TRUE,TRUE,FALSE,0
CYP51A1,Q16850,-0.78,1.47E-05,9.45E-05,TRUE,TRUE,FALSE,0
CYP8B1,Q9UNU6,-0.94,0.000304,0.00123,TRUE,TRUE,TRUE,8
CYRIB,Q9NUQ9,0.754,1.08E-05,7.33E-05,TRUE,TRUE,FALSE,0
CYTH4,Q9UIA0,0.826,0.00244,0.00729,TRUE,TRUE,FALSE,0
D2HGDH,Q8N465,-1.34,2.30E-07,3.22E-06,TRUE,TRUE,FALSE,0
DAB2,P98082,-1.02,4.08E-07,5.04E-06,TRUE,TRUE,FALSE,0
DACH1,Q9UI36,-1.04,1.82E-08,4.35E-07,TRUE,TRUE,FALSE,0
DAO,P14920,-2.01,2.79E-06,2.36E-05,TRUE,TRUE,FALSE,0
DAP3,P51398,-1.01,3.48E-09,1.21E-07,TRUE,TRUE,FALSE,0
DARS2,Q6PI48,-0.954,7.65E-09,2.24E-07,TRUE,TRUE,FALSE,0
DBT,P11182,-1.21,4.97E-11,6.83E-09,TRUE,TRUE,FALSE,0
DCAF12L1,Q5VU92,0.748,0.000852,0.00299,TRUE,TRUE,TRUE,8
DCDC2,Q9UHG0,-0.893,0.00137,0.00447,TRUE,TRUE,FALSE,0
DCK,P27707,0.789,1.68E-05,0.000106,TRUE,TRUE,FALSE,0
DCLK1,O15075,1.31,0.000762,0.00271,TRUE,TRUE,FALSE,0
DCTPP1,Q9H773,0.948,2.89E-05,0.000167,TRUE,TRUE,FALSE,0
DCXR,Q7Z4W1,-1.87,9.39E-09,2.65E-07,TRUE,TRUE,FALSE,0
DDB2,Q92466,1.41,3.85E-08,7.64E-07,TRUE,TRUE,FALSE,0
DDC,P20711,-1.46,1.16E-06,1.16E-05,TRUE,TRUE,FALSE,0
DDN,O94850,-1.7,3.99E-07,4.95E-06,TRUE,TRUE,FALSE,0
DDO,Q99489,-0.826,0.00051,0.00191,TRUE,TRUE,FALSE,0
DECR1,Q16698,-0.998,2.04E-09,8.09E-08,TRUE,TRUE,FALSE,0
DECR2,Q9NUI1,-0.742,0.00617,0.0162,TRUE,TRUE,FALSE,0
DEF6,Q9H4E7,1.04,9.37E-05,0.000451,TRUE,TRUE,FALSE,0
DEFA5,Q01523,-1.1,0.00394,0.011,TRUE,TRUE,TRUE,8
DEFB1,P60022,-1.62,4.10E-07,5.04E-06,TRUE,TRUE,FALSE,0
DEGS1,O15121,0.783,5.82E-06,4.36E-05,TRUE,TRUE,FALSE,0
DENND5B,Q6ZUT9,-0.952,0.00769,0.0195,TRUE,TRUE,TRUE,16
DES,P17661,-1.52,0.000411,0.00159,TRUE,TRUE,FALSE,0
DGLUCY,Q7Z3D6,-1.03,2.97E-07,3.93E-06,TRUE,TRUE,FALSE,0
DHCR24,Q15392,1.39,0.00305,0.00886,TRUE,TRUE,TRUE,8
DHODH,Q02127,-0.777,2.41E-06,2.08E-05,TRUE,TRUE,FALSE,0
DHRS11,Q6UWP2,-0.912,4.61E-07,5.49E-06,TRUE,TRUE,FALSE,0
DHRS4,Q9BTZ2,-1.3,1.32E-07,2.00E-06,TRUE,TRUE,FALSE,0
DHRS7B,Q6IAN0,-0.739,2.38E-06,2.05E-05,TRUE,TRUE,FALSE,0
DHTKD1,Q96HY7,-0.986,1.09E-05,7.35E-05,TRUE,TRUE,FALSE,0
DIAPH2,O60879,0.867,2.97E-10,2.03E-08,TRUE,TRUE,FALSE,0
DIO1,P49895,-1.38,4.45E-05,0.00024,TRUE,TRUE,TRUE,8
DLD,P09622,-1.08,8.90E-11,9.89E-09,TRUE,TRUE,FALSE,0
DLG1,Q12959,-0.721,1.36E-07,2.05E-06,TRUE,TRUE,FALSE,0
DLG4,P78352,-0.814,2.61E-06,2.22E-05,TRUE,TRUE,FALSE,0
DLST,P36957,-0.934,2.86E-09,1.04E-07,TRUE,TRUE,FALSE,0
DMAC2,Q9NW81,-1.09,3.96E-09,1.33E-07,TRUE,TRUE,FALSE,0
DMAC2L,Q99766,-0.769,2.10E-07,2.97E-06,TRUE,TRUE,FALSE,0
DMGDH,Q9UI17,-1.25,3.37E-06,2.76E-05,TRUE,TRUE,FALSE,0
DMPK,Q09013,-0.791,0.0084,0.021,TRUE,TRUE,TRUE,8
DNAJC11,Q9NVH1,-0.884,9.65E-09,2.67E-07,TRUE,TRUE,FALSE,0
DNAJC12,Q9UKB3,-1.94,1.18E-05,7.87E-05,TRUE,TRUE,FALSE,0
DNAJC28,Q9NX36,-1.47,0.000181,0.000792,TRUE,TRUE,TRUE,8
DNAJC6,O75061,-0.705,0.000108,0.000508,TRUE,TRUE,FALSE,0
DNASE1,P24855,-0.781,0.0043,0.0119,TRUE,TRUE,TRUE,8
DOCK10,Q96BY6,0.869,4.46E-05,0.00024,TRUE,TRUE,FALSE,0
DOCK2,Q92608,1.04,6.31E-05,0.000321,TRUE,TRUE,FALSE,0
DOCK4,Q8N1I0,0.807,2.15E-09,8.41E-08,TRUE,TRUE,FALSE,0
DOCK8-AS1,Q5T8R8,-0.98,0.00179,0.0056,TRUE,TRUE,FALSE,0
DOK1,Q99704,0.753,1.66E-06,1.54E-05,TRUE,TRUE,FALSE,0
DOK2,O60496,0.793,0.00122,0.00404,TRUE,TRUE,FALSE,0
DOK3,Q7L591,1.18,7.78E-06,5.54E-05,TRUE,TRUE,FALSE,0
DPEP1,P16444,-1.51,1.96E-05,0.00012,TRUE,TRUE,FALSE,0
DPP9,Q86TI2,1.05,2.53E-09,9.41E-08,TRUE,TRUE,FALSE,0
DPYS,Q14117,-0.971,3.30E-05,0.000188,TRUE,TRUE,FALSE,0
DSC1,Q08554,-1.4,4.20E-05,0.000229,TRUE,TRUE,FALSE,0
DUSP16,Q9BY84,0.713,0.0206,0.0446,TRUE,TRUE,TRUE,16
DUSP9,Q99956,-1.6,8.78E-08,1.47E-06,TRUE,TRUE,FALSE,0
EARS2,Q5JPH6,-0.871,1.40E-05,9.10E-05,TRUE,TRUE,FALSE,0
EBNA1BP2,Q99848,0.921,3.22E-07,4.21E-06,TRUE,TRUE,FALSE,0
ECHDC1,Q9NTX5,-0.734,3.85E-06,3.09E-05,TRUE,TRUE,FALSE,0
ECHDC2,Q86YB7,-0.919,9.21E-07,9.57E-06,TRUE,TRUE,FALSE,0
ECHDC3,Q96DC8,-1.18,2.49E-05,0.000148,TRUE,TRUE,FALSE,0
ECHS1,P30084,-1.72,2.97E-10,2.03E-08,TRUE,TRUE,FALSE,0
ECI1,P42126,-0.907,1.90E-08,4.49E-07,TRUE,TRUE,FALSE,0
ECI2,O75521,-1.55,5.44E-10,3.04E-08,TRUE,TRUE,FALSE,0
ECT2,Q9H8V3,-0.8,0.0133,0.0308,TRUE,TRUE,TRUE,16
EDIL3,O43854,0.956,0.0019,0.0059,TRUE,TRUE,FALSE,0
EDNRB,P24530,0.885,0.00608,0.016,TRUE,TRUE,TRUE,16
EEF2K,O00418,0.707,2.61E-06,2.22E-05,TRUE,TRUE,FALSE,0
EFHD1,Q9BUP0,-0.904,0.000427,0.00164,TRUE,TRUE,FALSE,0
EFHD2,Q96C19,0.939,3.34E-07,4.32E-06,TRUE,TRUE,FALSE,0
EGFLAM,Q63HQ2,-0.912,0.000185,0.000808,TRUE,TRUE,TRUE,8
EGFR,P00533,0.983,1.48E-05,9.47E-05,TRUE,TRUE,FALSE,0
EHBP1L1,Q8N3D4,0.986,1.60E-08,3.92E-07,TRUE,TRUE,FALSE,0
